loan_id,customer_id,loan_amount,loan_date,loan_status,repayment_history,interest_rate,loan_purpose,collateral,default_risk,repayment_rank
1508,126,133247,2021-05-13,Defaulted,8,7.46,Education,None,Low,622
1513,865,67172,2021-09-03,Defaulted,8,9.61,Education,House,Medium,622
1521,574,403051,2024-04-15,Closed,8,3.68,Medical,House,High,622
1522,134,211890,2024-01-28,Rejected,8,7.48,Medical,House,High,622
1525,156,326011,2020-06-04,Closed,8,6.4,"Business Expansion",None,Low,622
1535,363,369828,2024-04-07,Closed,8,8.09,Medical,Car,High,622
1543,621,129697,2020-04-15,Approved,8,4.06,"Business Expansion",Car,Low,622
1552,759,6834,2024-05-09,Closed,8,9.8,"Business Expansion",Car,Medium,622
1573,611,191571,2020-05-12,Rejected,8,10.39,Medical,None,High,622
1583,917,50967,2022-02-07,Rejected,8,9.5,"Business Expansion",Car,Low,622
1611,481,96518,2024-06-28,Approved,8,5.55,"Home Renovation",House,High,622
1617,66,491418,2023-08-27,Defaulted,8,6.88,Education,Car,High,622
1619,114,384936,2023-12-26,Defaulted,8,11,"Home Renovation",Car,Low,622
1628,786,496552,2020-08-16,Closed,8,8.38,Education,None,Low,622
1649,15,36824,2020-02-23,Approved,8,10.34,"Home Renovation",House,High,622
1672,402,117826,2024-07-02,Defaulted,8,4.35,"Business Expansion",None,Medium,622
1720,911,438704,2022-05-01,Rejected,8,6.51,Education,Car,Medium,622
1728,378,387720,2020-05-06,Rejected,8,4.08,Medical,None,Medium,622
1729,556,381033,2023-09-14,Closed,8,12.45,Education,House,Medium,622
1738,325,431409,2024-04-07,Approved,8,5.13,Medical,None,Medium,622
1742,748,245812,2021-01-17,Approved,8,6,"Business Expansion",None,High,622
1745,46,449691,2023-08-18,Approved,8,12.22,Education,None,Medium,622
1750,449,97272,2021-07-30,Defaulted,8,7.53,"Home Renovation",Car,High,622
1751,330,280819,2023-04-13,Rejected,8,7.34,"Home Renovation",Car,Medium,622
1754,216,75447,2024-07-05,Rejected,8,8.55,Medical,None,Low,622
1758,263,378351,2023-03-10,Defaulted,8,4.19,Medical,None,Medium,622
1792,770,234636,2022-04-01,Rejected,8,12.47,Medical,None,Low,622
1797,766,340698,2024-06-14,Closed,8,9.38,Education,House,High,622
1812,899,243080,2023-12-12,Approved,8,11.09,"Business Expansion",None,Medium,622
1820,305,151902,2023-07-22,Rejected,8,8.37,"Home Renovation",House,High,622
1822,816,233720,2021-11-06,Approved,8,11.24,Medical,None,Low,622
1846,893,142531,2020-02-11,Closed,8,5.85,Education,Car,Low,622
1877,227,43629,2021-02-15,Closed,8,7.51,"Home Renovation",House,Medium,622
1888,333,249674,2020-06-22,Defaulted,8,5.1,"Home Renovation",None,Medium,622
1891,163,136294,2024-07-06,Approved,8,6.45,Education,None,High,622
1904,790,258577,2021-09-09,Approved,8,12.05,Education,House,Low,622
1907,595,317542,2021-06-09,Rejected,8,5.6,Education,House,Medium,622
1923,652,130674,2021-02-16,Closed,8,7.7,Medical,Car,High,622
1924,316,311178,2022-06-19,Defaulted,8,3.66,Education,Car,Low,622
1925,81,413509,2024-07-08,Closed,8,9.42,Education,House,Medium,622
1938,420,341673,2021-04-20,Approved,8,6.32,"Home Renovation",None,Medium,622
1945,380,254600,2020-07-01,Rejected,8,8.9,"Home Renovation",Car,Low,622
1947,29,323854,2024-06-11,Rejected,8,6.05,"Business Expansion",House,Medium,622
1954,39,319997,2023-03-24,Defaulted,8,5.33,Medical,Car,High,622
1974,429,150145,2022-10-04,Rejected,8,7.95,"Business Expansion",House,Low,622
1980,188,454689,2022-06-23,Closed,8,7.69,"Business Expansion",None,Low,622
1982,209,55046,2024-02-07,Closed,8,10.25,Medical,House,Medium,622
1996,994,24856,2022-08-05,Defaulted,8,10.56,"Business Expansion",House,Medium,622
1998,568,470872,2023-05-28,Defaulted,8,4.57,"Home Renovation",House,High,622
2007,183,293414,2020-09-23,Rejected,8,9.06,Education,House,Medium,622
2038,636,125504,2024-09-07,Defaulted,8,4.89,"Home Renovation",House,Medium,622
2058,485,117245,2022-03-18,Approved,8,5.72,"Business Expansion",None,High,622
2063,654,431025,2020-06-02,Closed,8,3.95,"Home Renovation",Car,High,622
2071,31,85515,2022-10-03,Rejected,8,12.12,Medical,None,Medium,622
2077,114,433193,2020-10-19,Approved,8,11.33,Education,House,Medium,622
2084,715,96552,2024-10-09,Approved,8,9.23,Medical,None,Medium,622
2088,329,124415,2022-09-25,Rejected,8,5.85,"Business Expansion",None,Low,622
2091,527,77863,2020-12-15,Defaulted,8,10.62,Medical,None,High,622
2106,104,375368,2020-06-13,Closed,8,8.46,"Home Renovation",House,Medium,622
2114,909,248051,2024-09-21,Rejected,8,10.99,Medical,Car,Low,622
2118,211,455471,2023-10-27,Defaulted,8,5.05,"Business Expansion",House,High,622
2133,135,397372,2020-06-03,Closed,8,5.03,Medical,None,Low,622
2134,776,367104,2020-07-12,Rejected,8,11.36,Education,House,High,622
2189,500,212926,2022-09-11,Closed,8,4.48,Education,Car,Medium,622
2233,626,103736,2024-11-27,Approved,8,5.8,"Home Renovation",House,Low,622
2235,239,89123,2022-05-16,Approved,8,11.96,Medical,Car,Low,622
2241,425,220003,2020-09-10,Rejected,8,9.84,Medical,Car,Low,622
2250,243,276797,2023-01-07,Rejected,8,5.15,"Home Renovation",Car,Medium,622
2252,498,29277,2021-04-28,Defaulted,8,4.69,Education,Car,Low,622
2278,620,204909,2022-05-22,Rejected,8,10.24,"Business Expansion",None,High,622
2296,868,423591,2020-11-03,Defaulted,8,3.96,Education,House,High,622
2305,231,179275,2022-04-21,Closed,8,10.18,Medical,None,Low,622
2309,967,261420,2024-08-28,Closed,8,5.25,Education,Car,Medium,622
2312,176,215113,2020-03-09,Defaulted,8,10.43,"Home Renovation",Car,Medium,622
2320,455,214399,2024-02-10,Rejected,8,3.98,Medical,None,High,622
2323,147,105685,2022-06-02,Closed,8,7.55,"Business Expansion",Car,Medium,622
2339,278,461052,2022-01-25,Closed,8,6.26,Medical,Car,High,622
2343,194,25514,2024-06-01,Approved,8,6.59,Medical,None,Low,622
2355,648,246303,2023-10-14,Rejected,8,10.83,Medical,House,High,622
2366,235,439538,2020-07-06,Closed,8,9.5,"Business Expansion",House,Low,622
2372,710,445121,2020-12-04,Closed,8,5.08,Medical,House,High,622
2373,722,312264,2024-03-07,Rejected,8,5.76,Education,None,High,622
2378,755,398676,2022-03-02,Approved,8,3.69,Education,None,Medium,622
2379,285,370516,2021-01-27,Approved,8,11.65,"Home Renovation",None,Medium,622
2402,14,464942,2022-08-27,Closed,8,5.23,Education,None,High,622
2411,703,49716,2022-11-05,Rejected,8,7.06,Education,None,Low,622
2419,907,385860,2021-06-05,Approved,8,8.3,Education,Car,Medium,622
2421,589,44175,2024-08-18,Approved,8,8.19,"Home Renovation",Car,Medium,622
2429,233,50114,2024-03-19,Approved,8,4.66,"Business Expansion",None,Medium,622
2450,585,12860,2021-09-24,Approved,8,6.01,"Home Renovation",Car,Medium,622
2461,352,338443,2024-09-05,Closed,8,5.94,Education,House,Medium,622
2473,527,55853,2024-05-10,Approved,8,10.88,"Business Expansion",House,Low,622
2482,640,362063,2021-12-30,Rejected,8,7.79,Medical,None,Medium,622
2503,730,22744,2022-04-29,Rejected,8,6.46,"Business Expansion",House,Medium,622
2514,858,426467,2021-06-17,Approved,8,11.41,Education,None,Low,622
2516,750,117140,2024-05-10,Closed,8,5.83,Education,Car,Medium,622
2528,998,346677,2022-12-20,Rejected,8,7.44,"Home Renovation",None,Low,622
2532,335,348122,2023-12-21,Approved,8,9.05,"Home Renovation",House,High,622
2565,697,197839,2024-06-25,Approved,8,10.25,"Business Expansion",House,High,622
2570,249,498775,2022-11-24,Rejected,8,9.14,"Home Renovation",House,Medium,622
2584,295,11518,2023-09-14,Approved,8,10.33,"Home Renovation",Car,Medium,622
2599,598,50085,2020-09-17,Approved,8,6.56,Medical,Car,Medium,622
2600,744,118280,2020-05-15,Closed,8,9.55,"Business Expansion",Car,High,622
2605,349,384240,2023-05-23,Rejected,8,8.78,Education,House,Medium,622
2618,416,91930,2023-03-24,Rejected,8,9.59,"Business Expansion",None,Medium,622
2633,867,404346,2021-03-06,Closed,8,4.82,Medical,House,High,622
2644,56,116512,2022-08-24,Closed,8,3.57,Medical,Car,Low,622
2650,977,47293,2021-10-28,Defaulted,8,6.92,"Business Expansion",House,Medium,622
2651,376,116653,2020-02-27,Rejected,8,10.91,Medical,Car,Medium,622
2652,50,18313,2021-07-18,Approved,8,8,"Business Expansion",None,Medium,622
2655,607,387060,2024-01-04,Rejected,8,5.87,"Business Expansion",Car,Medium,622
2667,492,122926,2020-07-25,Closed,8,11.46,Education,None,High,622
2670,128,30578,2024-04-12,Approved,8,9.21,Education,House,Low,622
2676,706,267399,2023-10-16,Approved,8,10.8,Education,Car,Low,622
2679,398,365025,2020-12-10,Rejected,8,4.05,Education,Car,Low,622
2696,273,440126,2020-12-26,Closed,8,10.78,"Home Renovation",Car,Medium,622
2699,43,266876,2023-02-19,Rejected,8,8.77,"Home Renovation",House,Medium,622
2704,983,450290,2020-12-25,Approved,8,12.22,Education,Car,Low,622
2717,444,340586,2020-10-19,Closed,8,7.87,"Home Renovation",House,Medium,622
2731,443,417419,2020-09-16,Approved,8,9.61,Medical,None,High,622
2772,175,310399,2020-05-31,Rejected,8,3.69,"Home Renovation",None,High,622
8,939,223287,2021-07-23,Rejected,7,6.85,"Home Renovation",Car,High,916
16,958,242399,2023-04-11,Approved,7,11.96,"Business Expansion",House,High,916
18,602,89452,2021-12-20,Defaulted,7,11.39,Education,House,Medium,916
26,432,274015,2024-10-04,Defaulted,7,7.54,Medical,Car,Medium,916
34,379,458116,2024-07-06,Closed,7,9.07,Medical,Car,High,916
40,856,209410,2020-12-23,Defaulted,7,10.9,"Home Renovation",None,Low,916
66,604,440860,2020-02-02,Rejected,7,8.87,Medical,House,High,916
69,250,70961,2023-10-07,Closed,7,6.05,Education,None,High,916
73,299,30924,2024-08-15,Closed,7,10.19,Education,Car,Low,916
75,528,330361,2021-01-28,Approved,7,5.64,Education,None,High,916
77,98,394189,2023-10-28,Approved,7,8.43,"Business Expansion",Car,Low,916
78,101,329642,2021-04-19,Closed,7,5.53,Medical,Car,Medium,916
79,563,42938,2021-12-28,Defaulted,7,6.75,"Home Renovation",House,Low,916
80,102,388843,2020-10-16,Closed,7,9.32,"Business Expansion",None,Low,916
85,699,99700,2020-11-07,Rejected,7,4.45,Education,House,High,916
91,612,292808,2023-06-25,Defaulted,7,4.31,"Business Expansion",Car,High,916
92,860,356258,2022-04-01,Defaulted,7,3.86,Medical,Car,Low,916
95,611,226879,2022-07-25,Closed,7,10.86,Medical,House,Medium,916
101,751,187100,2020-07-08,Closed,7,10.24,Medical,House,Medium,916
102,52,129738,2024-08-12,Rejected,7,9.54,"Home Renovation",House,Low,916
106,226,7158,2020-03-11,Defaulted,7,4.98,Education,House,High,916
109,182,185073,2022-02-17,Rejected,7,7.75,Education,None,Low,916
114,555,184956,2023-03-31,Rejected,7,10.04,"Business Expansion",None,High,916
117,858,34193,2022-01-22,Closed,7,3.62,"Home Renovation",Car,Medium,916
120,214,133435,2020-11-24,Approved,7,9.3,"Home Renovation",None,Low,916
136,379,307011,2022-07-28,Approved,7,7.8,"Business Expansion",House,Low,916
147,37,477611,2022-12-07,Approved,7,6.17,Medical,Car,High,916
148,630,439323,2024-05-12,Defaulted,7,3.77,"Business Expansion",House,Low,916
156,152,357945,2023-06-16,Defaulted,7,11.63,Medical,House,High,916
180,471,488409,2021-11-30,Rejected,7,5.48,"Home Renovation",None,Low,916
183,285,42176,2021-05-06,Closed,7,8.35,"Business Expansion",None,Low,916
185,853,69268,2021-06-25,Closed,7,11.51,Education,Car,High,916
212,543,113480,2022-02-05,Defaulted,7,5.42,Education,None,Medium,916
228,92,56652,2023-02-06,Approved,7,4.72,Medical,House,Medium,916
229,324,480644,2023-08-10,Rejected,7,5.33,"Home Renovation",Car,Low,916
280,702,83667,2022-03-09,Approved,7,7.13,Medical,House,Medium,916
282,351,39829,2023-12-01,Rejected,7,10.07,"Home Renovation",None,High,916
285,406,414408,2022-11-20,Defaulted,7,6.74,Education,House,Low,916
324,939,12928,2023-03-02,Closed,7,6.8,"Business Expansion",Car,High,916
336,21,485934,2023-08-23,Approved,7,3.93,Education,House,Medium,916
341,798,122105,2024-07-14,Defaulted,7,7.18,Education,None,Medium,916
365,110,266307,2024-02-03,Approved,7,10.76,Medical,Car,High,916
374,223,236446,2023-05-14,Defaulted,7,11.51,Medical,None,Low,916
381,254,60644,2022-01-16,Rejected,7,8.09,Education,None,Medium,916
392,422,485639,2020-07-20,Defaulted,7,11.66,"Business Expansion",None,High,916
398,107,53429,2022-04-21,Defaulted,7,6.48,"Home Renovation",House,High,916
400,785,437281,2024-04-14,Defaulted,7,3.62,Education,None,Low,916
410,540,327158,2022-07-14,Approved,7,12.4,Medical,None,Low,916
456,571,453024,2021-12-05,Closed,7,5.69,Medical,Car,Medium,916
457,114,281511,2020-01-17,Rejected,7,5.23,Medical,None,Low,916
461,643,259048,2022-03-03,Closed,7,12.26,"Business Expansion",House,Low,916
470,845,497800,2020-04-20,Rejected,7,7.99,"Business Expansion",None,Low,916
482,972,237211,2023-08-08,Defaulted,7,11.09,"Home Renovation",House,Low,916
486,865,428281,2024-05-19,Defaulted,7,10.07,Education,Car,Medium,916
489,45,367645,2021-06-30,Defaulted,7,12.48,Medical,None,Medium,916
506,555,142827,2022-02-26,Defaulted,7,6.92,"Home Renovation",Car,High,916
522,581,300842,2023-03-28,Rejected,7,5,"Home Renovation",House,Medium,916
567,319,328029,2022-05-29,Rejected,7,6.44,"Home Renovation",Car,High,916
569,912,15129,2024-05-27,Approved,7,12.34,Medical,House,Medium,916
586,500,458430,2024-11-18,Rejected,7,4.51,"Home Renovation",None,Low,916
589,679,25189,2020-08-28,Approved,7,5.28,"Home Renovation",Car,Medium,916
635,402,13118,2022-10-15,Defaulted,7,10.38,Medical,None,Medium,916
642,954,84040,2020-07-31,Defaulted,7,8,"Business Expansion",None,Medium,916
671,726,90658,2021-08-23,Approved,7,9.07,Medical,None,Medium,916
673,957,40341,2020-11-27,Defaulted,7,5.56,"Business Expansion",None,High,916
691,818,437518,2020-11-22,Rejected,7,12.36,"Business Expansion",House,High,916
699,183,367969,2022-07-26,Defaulted,7,9.33,"Home Renovation",House,Low,916
707,679,139082,2022-09-05,Closed,7,7.28,Medical,House,Medium,916
709,252,468124,2023-09-16,Rejected,7,5.25,"Business Expansion",Car,High,916
718,16,374649,2020-01-11,Defaulted,7,5.11,"Business Expansion",House,High,916
747,276,119017,2020-02-28,Rejected,7,11.06,"Home Renovation",House,Medium,916
761,265,106366,2021-06-15,Defaulted,7,4.39,Medical,House,Medium,916
765,966,440913,2019-12-22,Approved,7,4.86,Medical,Car,Low,916
787,164,436049,2022-02-17,Defaulted,7,6.1,Medical,None,Medium,916
792,802,179750,2023-10-21,Closed,7,6.55,Education,Car,High,916
795,745,301745,2023-10-14,Closed,7,10.09,Medical,None,Low,916
811,90,275541,2023-04-27,Approved,7,5.27,"Home Renovation",None,Medium,916
843,336,324931,2023-06-27,Closed,7,10.75,Education,Car,Medium,916
845,664,146514,2022-06-21,Approved,7,4.59,Education,None,High,916
848,476,106811,2022-02-01,Closed,7,11.28,"Business Expansion",None,High,916
856,923,210209,2023-04-21,Closed,7,5.06,Education,Car,High,916
866,869,471311,2022-01-08,Closed,7,5.81,Medical,None,Low,916
874,113,299663,2020-06-23,Defaulted,7,8.12,"Business Expansion",Car,High,916
875,770,455394,2023-11-12,Defaulted,7,4.26,"Business Expansion",House,Medium,916
876,901,486911,2021-08-02,Defaulted,7,9.04,"Home Renovation",House,Medium,916
888,788,447055,2024-08-14,Approved,7,10.96,"Home Renovation",House,Medium,916
889,552,365729,2020-06-06,Closed,7,12.28,"Home Renovation",Car,High,916
893,937,197631,2021-01-08,Closed,7,9.64,Medical,None,High,916
900,618,420506,2022-06-03,Defaulted,7,7.01,"Home Renovation",House,Low,916
901,860,309029,2022-12-04,Closed,7,7.94,"Business Expansion",Car,Low,916
920,394,341740,2021-08-10,Closed,7,7.8,"Business Expansion",House,Medium,916
923,630,386424,2024-05-23,Defaulted,7,7.89,"Home Renovation",House,Medium,916
927,668,354065,2024-05-29,Rejected,7,9.72,"Business Expansion",Car,Medium,916
932,397,307932,2020-08-05,Defaulted,7,6.56,Education,House,High,916
933,269,250565,2020-08-24,Closed,7,6.9,"Home Renovation",Car,Medium,916
936,766,129805,2024-06-19,Approved,7,11.83,"Home Renovation",None,Medium,916
947,720,355082,2019-11-30,Rejected,7,3.95,Education,None,Low,916
960,616,490609,2023-11-30,Approved,7,9.39,Education,None,Medium,916
964,703,383127,2019-12-22,Defaulted,7,8.77,"Business Expansion",Car,High,916
992,30,274874,2020-10-23,Approved,7,8.93,"Business Expansion",Car,High,916
995,300,456011,2021-02-08,Defaulted,7,10.35,Medical,Car,Low,916
996,46,87487,2020-06-03,Approved,7,6.81,Education,House,Medium,916
1000,169,415665,2022-01-27,Rejected,7,9.94,Medical,House,Medium,916
1010,123,296391,2024-04-24,Rejected,7,8.36,Medical,None,Low,916
1025,582,327124,2020-12-02,Rejected,7,10.89,"Home Renovation",Car,High,916
1035,751,283477,2022-01-30,Approved,7,11.8,Education,Car,Low,916
1038,130,224622,2024-06-23,Approved,7,9.38,Medical,House,Medium,916
1051,347,189663,2024-11-04,Approved,7,5.66,"Business Expansion",None,Low,916
1061,475,451317,2020-03-26,Rejected,7,5.1,"Business Expansion",House,Medium,916
1065,230,348094,2021-08-16,Approved,7,3.52,Medical,Car,Low,916
1077,329,114068,2022-12-11,Defaulted,7,10.31,Education,Car,Medium,916
1080,537,135595,2023-10-10,Closed,7,11.67,"Business Expansion",House,Low,916
1092,61,452828,2022-03-20,Approved,7,8.7,Education,House,Medium,916
1108,100,226072,2024-05-03,Rejected,7,8.58,"Home Renovation",House,Low,916
1114,238,426912,2022-12-16,Closed,7,12.47,Education,Car,Medium,916
1118,354,104291,2024-06-03,Approved,7,7.37,"Business Expansion",None,Medium,916
1135,867,159655,2022-04-03,Defaulted,7,4.38,Medical,None,Medium,916
1165,795,134441,2022-10-13,Rejected,7,3.66,Education,Car,High,916
1177,792,208517,2021-06-02,Rejected,7,4.74,Medical,Car,Medium,916
1185,571,337385,2023-07-09,Rejected,7,8.54,"Home Renovation",House,Medium,916
1186,952,184494,2019-12-14,Approved,7,7.61,"Home Renovation",Car,Low,916
1193,166,451689,2022-03-14,Defaulted,7,10.94,Medical,None,High,916
1213,218,180631,2023-08-10,Rejected,7,4.71,"Home Renovation",Car,High,916
1226,151,174189,2024-09-17,Defaulted,7,4,Medical,Car,Low,916
1228,299,304088,2020-02-12,Defaulted,7,3.97,Education,None,Low,916
1231,121,481701,2021-12-04,Closed,7,4.12,"Home Renovation",Car,Medium,916
1257,229,52064,2022-07-08,Defaulted,7,4.55,Medical,House,Low,916
1268,251,282332,2024-03-17,Defaulted,7,9.7,"Business Expansion",Car,Medium,916
1275,569,463089,2024-03-28,Rejected,7,11.11,"Business Expansion",Car,Medium,916
1277,317,291127,2023-12-24,Closed,7,12.37,Education,House,Low,916
1280,670,153052,2023-05-25,Defaulted,7,10.5,"Home Renovation",None,Low,916
1282,459,80291,2020-02-14,Closed,7,4.44,Medical,None,Medium,916
1302,961,56828,2023-08-06,Approved,7,7.22,"Business Expansion",House,High,916
1307,636,344164,2021-01-18,Rejected,7,9.8,Education,House,High,916
1311,823,147259,2020-05-25,Rejected,7,4.82,Education,Car,Low,916
1321,363,68929,2021-02-18,Rejected,7,10.76,Medical,Car,Medium,916
1322,20,18445,2021-11-07,Rejected,7,9.47,"Home Renovation",None,Medium,916
1336,897,176572,2022-04-02,Rejected,7,9.48,Medical,None,Low,916
1346,422,162756,2021-02-14,Closed,7,5.51,"Business Expansion",None,Low,916
1360,859,315670,2023-11-08,Approved,7,5.54,"Business Expansion",House,Medium,916
1367,411,465392,2024-08-24,Approved,7,10.62,"Home Renovation",House,Low,916
1383,312,43631,2023-11-19,Approved,7,8.27,Medical,None,Medium,916
1394,644,212913,2022-08-06,Closed,7,9.62,"Home Renovation",Car,Low,916
1397,555,277600,2022-12-21,Rejected,7,9.96,Education,None,High,916
1405,302,270960,2021-07-09,Rejected,7,8.99,Education,None,Low,916
1408,321,107419,2024-08-21,Defaulted,7,4.17,Medical,Car,Low,916
1427,110,217557,2020-01-13,Defaulted,7,4.73,Education,Car,Medium,916
1452,541,384936,2020-01-22,Rejected,7,4.54,"Business Expansion",House,Medium,916
1463,289,82208,2022-08-03,Closed,7,9.14,"Home Renovation",Car,Low,916
1470,186,284401,2023-06-12,Rejected,7,7.21,Medical,Car,Low,916
1482,339,100712,2020-04-28,Approved,7,9.1,"Home Renovation",House,High,916
1484,537,331330,2020-02-10,Defaulted,7,8.02,Medical,House,Medium,916
1514,875,268719,2021-08-06,Approved,7,9.89,"Home Renovation",Car,High,916
1515,354,113739,2024-09-27,Defaulted,7,9.45,Education,None,Medium,916
1538,341,296088,2021-08-08,Defaulted,7,3.51,"Home Renovation",House,High,916
1558,708,387516,2024-01-03,Defaulted,7,10.95,"Home Renovation",House,Low,916
1565,37,409429,2023-11-06,Rejected,7,7.15,"Home Renovation",Car,High,916
1566,510,277872,2020-09-04,Approved,7,3.64,Medical,Car,Medium,916
1572,884,350756,2021-08-04,Defaulted,7,7.82,"Home Renovation",None,Medium,916
1591,317,18583,2024-08-09,Closed,7,9.96,"Home Renovation",House,Low,916
1592,432,252948,2022-09-03,Defaulted,7,9.85,Education,Car,Medium,916
1595,617,408110,2020-10-17,Rejected,7,5.98,Medical,None,High,916
1615,922,219972,2019-12-28,Rejected,7,7.86,Education,None,Medium,916
1621,142,430683,2023-01-05,Defaulted,7,3.61,"Home Renovation",House,High,916
1629,386,457475,2020-07-06,Approved,7,9.8,Medical,Car,Medium,916
1631,44,232737,2023-05-10,Closed,7,8.51,Medical,House,Medium,916
1641,409,90868,2022-12-27,Defaulted,7,11.17,"Home Renovation",Car,High,916
1644,409,118764,2024-11-01,Approved,7,12.03,"Business Expansion",House,Medium,916
1647,746,134932,2024-09-11,Approved,7,5.22,"Business Expansion",Car,High,916
1648,347,325403,2024-03-20,Approved,7,6.3,Education,Car,Medium,916
1657,830,105244,2024-02-01,Defaulted,7,7.43,"Business Expansion",House,Low,916
1686,843,36753,2022-12-21,Approved,7,4.84,Medical,Car,Low,916
1688,553,189543,2024-08-13,Closed,7,8.13,Education,None,High,916
1706,422,486425,2021-09-28,Closed,7,4.35,Medical,House,Medium,916
1707,567,488917,2024-11-01,Approved,7,11.03,Medical,Car,High,916
1710,980,412468,2020-02-21,Defaulted,7,7.62,"Home Renovation",Car,High,916
1723,291,269708,2023-05-11,Rejected,7,3.57,"Business Expansion",Car,High,916
1727,398,404329,2021-09-12,Rejected,7,3.68,"Business Expansion",House,High,916
1731,302,460812,2024-10-20,Defaulted,7,9.31,Education,House,High,916
1740,204,305084,2021-12-19,Approved,7,6.54,Education,House,High,916
1746,847,298520,2023-06-22,Closed,7,6.24,"Business Expansion",None,Medium,916
1756,904,254543,2023-01-20,Closed,7,3.86,"Business Expansion",Car,Medium,916
1774,553,499243,2020-08-01,Closed,7,7.9,"Business Expansion",None,Low,916
1780,778,444543,2023-08-10,Closed,7,10.84,"Business Expansion",Car,High,916
1789,477,74189,2022-09-07,Defaulted,7,10.53,Medical,House,Low,916
1790,526,100472,2020-03-08,Approved,7,5.52,"Home Renovation",House,Medium,916
1805,301,303970,2023-06-18,Approved,7,9.09,Medical,Car,Medium,916
1809,811,113413,2023-07-18,Closed,7,10.49,"Business Expansion",House,Medium,916
1810,954,267752,2022-06-06,Defaulted,7,4.25,Education,Car,Low,916
1823,365,374877,2023-04-28,Rejected,7,8.86,Education,None,High,916
1827,36,34990,2020-11-03,Approved,7,8.9,"Home Renovation",House,Medium,916
1839,395,417123,2020-06-30,Defaulted,7,7.61,"Home Renovation",Car,Low,916
1845,978,427660,2021-04-05,Defaulted,7,6.54,Education,None,Low,916
1858,861,482172,2020-02-11,Defaulted,7,5.57,Education,House,Low,916
1859,41,442348,2020-09-01,Approved,7,11.3,Education,House,High,916
1865,10,112406,2023-01-30,Defaulted,7,6.01,Medical,House,High,916
1871,181,124010,2024-03-26,Defaulted,7,8.17,"Business Expansion",None,Medium,916
1872,299,237597,2021-07-17,Approved,7,5.08,Medical,Car,High,916
1875,531,107972,2020-07-26,Defaulted,7,7.99,"Home Renovation",House,Medium,916
1894,449,207796,2023-03-12,Rejected,7,5.8,"Home Renovation",None,High,916
1901,527,369848,2021-03-23,Approved,7,10.93,"Business Expansion",Car,Medium,916
1911,996,450762,2024-09-29,Approved,7,7.95,"Business Expansion",None,Low,916
1918,429,135851,2024-07-21,Closed,7,6.13,Education,None,High,916
1920,511,463830,2023-07-08,Rejected,7,4.03,Education,None,High,916
1921,891,303674,2020-01-24,Defaulted,7,9.98,Medical,Car,Low,916
1932,680,387103,2022-12-05,Approved,7,5.94,Medical,Car,High,916
1933,136,457861,2022-01-02,Approved,7,4.79,"Business Expansion",None,Medium,916
1943,578,215839,2024-11-20,Closed,7,4.47,Education,None,Low,916
1949,891,29310,2020-07-25,Rejected,7,8.2,"Business Expansion",Car,Medium,916
1961,183,226854,2022-06-09,Closed,7,10.3,Education,None,High,916
1978,952,215467,2023-03-09,Approved,7,11.28,"Business Expansion",Car,Low,916
1991,53,173326,2019-12-15,Rejected,7,4.75,"Home Renovation",Car,High,916
2013,437,81590,2021-06-14,Approved,7,10.98,"Home Renovation",Car,High,916
2014,611,236493,2020-09-15,Closed,7,11.47,Education,None,Medium,916
2026,467,77497,2024-08-08,Closed,7,7.87,Education,House,Low,916
2029,374,357812,2021-04-05,Rejected,7,5.48,"Business Expansion",None,Medium,916
2030,116,415109,2024-03-14,Approved,7,8.86,Education,None,Low,916
2045,21,399622,2021-11-12,Closed,7,4.4,"Business Expansion",None,High,916
2048,51,142130,2022-12-14,Approved,7,8.87,"Home Renovation",House,Medium,916
2051,13,18895,2022-01-25,Rejected,7,8.07,Medical,None,Medium,916
2062,677,328267,2023-08-20,Defaulted,7,6.23,Medical,House,High,916
2068,485,331138,2021-06-23,Approved,7,4.7,"Business Expansion",House,Low,916
2078,610,88584,2021-03-25,Closed,7,6.74,"Home Renovation",House,Low,916
2080,522,424609,2020-11-23,Rejected,7,3.89,"Home Renovation",House,Medium,916
2086,573,17200,2021-07-11,Rejected,7,11.29,Education,House,Low,916
2098,831,62446,2020-08-31,Defaulted,7,6.66,"Business Expansion",None,Medium,916
2128,370,234793,2024-02-16,Approved,7,4.55,"Home Renovation",House,Medium,916
2132,396,21762,2024-03-30,Rejected,7,11.37,Medical,Car,Medium,916
2154,733,358479,2021-11-11,Defaulted,7,11.58,Education,Car,Medium,916
2160,615,107064,2022-01-18,Rejected,7,4.63,"Business Expansion",None,Low,916
2171,401,454095,2023-05-18,Approved,7,8.76,Medical,Car,Low,916
2206,541,86700,2019-12-03,Defaulted,7,11.67,Education,Car,Medium,916
2208,827,490305,2024-02-08,Approved,7,6.72,Education,House,Low,916
2209,629,294263,2020-09-10,Closed,7,10.12,Education,House,High,916
2222,156,116791,2020-06-08,Defaulted,7,6.66,"Business Expansion",None,Low,916
2224,576,165989,2022-01-17,Approved,7,9.41,"Home Renovation",None,Low,916
2225,883,373447,2020-07-29,Defaulted,7,3.63,Medical,Car,Low,916
2226,170,72289,2020-03-21,Closed,7,4.33,Education,House,Low,916
2229,971,163251,2021-03-15,Defaulted,7,5.83,"Business Expansion",None,High,916
2236,746,37401,2020-09-12,Closed,7,6.14,Medical,Car,High,916
2239,763,35252,2023-12-22,Approved,7,9.5,Education,Car,High,916
